Età;Genere
33;M
52;F
38;M
47;F
44;F
48;F
45;F
43;F
53;M
42;M
48;M
58;F
29;M
59;M
20;F
47;F
44;M
58;F
27;F
46;F
51;F
49;M
45;M
46;M
59;F
40;F
52;F
49;F
54;F
32;M
71;F
57;F
48;F
55;F
45;F
29;M
62;F
39;F
46;F
32;M
51;M
44;F
31;F
49;F
44;F
29;F
55;F
48;M
49;F
40;F
53;F
42;F
26;F
49;F
38;F
46;F
40;F
45;M
43;F
55;M
47;F
49;F
63;F
45;M
47;F
43;F
34;F
43;F
45;F
60;M
34;M
39;F
42;M
50;F
49;F
40;F
52;F
60;F
52;F
55;F
37;F
48;M
46;F
39;F
50;F
47;F
37;F
45;F
55;M
38;M
35;M
50;F
59;F
32;F
51;M
35;F
34;M
33;F
24;F
38;F
63;F
27;F
43;F
45;F
47;F
54;F
43;F
48;M
64;F
49;M
58;M
61;F
43;F
51;F
43;F
38;F
55;F
54;F
50;F
40;F
49;F
46;F
33;M
36;F
50;F
49;F
33;M
57;F
55;F
38;M
46;F
54;M
30;F
48;F
54;M
40;F
55;F
57;M
42;F
47;M
43;F
41;F
43;F
44;F
43;M
46;F
47;F
39;F
32;F
45;F
26;F
29;F
33;F
44;F
49;M
32;F
46;F
42;F
50;M
51;F
41;M
53;F
51;F
44;F
38;M
43;F
42;F
36;M
49;M
53;F
72;M
42;F
21;F
53;F
39;M
45;F
53;F
57;F
21;F
36;F
45;F
28;F
33;F
51;M
68;F
45;F
60;F
36;M
44;F
36;M
34;F
37;F
49;M
47;M
28;F
27;F
52;F
27;F
32;F
44;F
53;F
33;F
51;F
36;F
48;M
37;F
50;F
35;F
48;F
38;F
46;F
35;F
28;M
40;M
45;F
46;F
37;F
34;F
49;F
46;F
50;M
52;F
43;M
61;M
47;F
53;F
49;F
56;F
48;F
41;F
39;F
41;F
50;M
44;F
15;F
42;M
37;F
46;F
47;M
39;F
68;F
48;M
42;M
45;F
54;M
39;F
47;F
38;F
50;F
50;M
56;F
42;F
44;F
33;F
55;F
65;F
59;F
58;F
43;F
31;F
59;M
64;F
58;M
39;F
83;F
62;M
29;M
29;F
30;F
28;F
55;F
49;F
46;F
58;M
63;F
46;M
45;F
54;F
45;F
31;F
44;F
40;F
56;F
37;F
70;F
44;F
39;F
43;F
31;F
44;F
70;M
30;M
45;F
47;F
42;F
42;F
41;F
36;M
69;M
39;F
49;F
36;F
39;M
42;F
42;M
58;M
56;F
16;F
54;F
57;M
53;F
60;F
53;F
57;M
44;F
52;F
44;F
54;F
46;M
60;F
43;F
62;M
42;F
27;F
67;F
19;F
50;F
59;F
36;M
39;M
46;F
45;F
53;F
47;F
38;F
51;F
49;F
52;F
40;F
46;M
50;F
35;F
46;F
25;F
64;F
55;F
62;F
69;M
43;F
48;F
51;F
51;F
59;M
38;F
40;F
47;M
57;F
41;F
47;F
56;F
44;F
44;F
43;F
24;M
53;M
44;F
35;M
36;F
50;F
48;M
49;F
37;F
33;F
55;F
27;F
35;F
39;F
68;F
56;F
51;M
29;F
58;F
59;F
58;F
42;F
42;F
42;M
47;F
29;F
44;M
51;M
45;F
30;M
51;F
38;M
37;F
43;F
62;F
35;M
41;F
57;M
37;F
52;F
43;F
47;F
43;F
51;F
41;F
62;F
44;F
44;F
44;M
37;M
32;F
43;F
56;F
56;F
40;F
42;F
41;F
31;F
39;M
59;M
50;M
52;F
38;F
27;F
45;M
43;F
30;F
53;F
37;F
41;M
32;F
22;F
37;F
41;F
61;F
43;F
45;M
46;M
50;F
52;F
54;F
59;F
44;F
40;M
26;M
63;F
44;F
51;F
55;F
56;F
34;F
35;M
41;F
34;F
45;M
53;F
41;F
55;M
46;F
56;F
33;M
27;F
32;M
46;F
44;M
32;M
34;F
50;M
41;F
48;M
45;F
46;F
32;M
44;F
53;M
57;F
36;F
49;F
42;F
42;F
45;M
55;M
57;F
66;F
57;M
62;F
54;F
60;F
53;M
63;M
45;M
56;F
35;M
47;M
52;F
53;F
33;M
48;F
23;F
42;F
52;F
55;F
34;F
32;F
41;M
53;M
32;F
52;F
50;M
40;F
45;F
53;F
32;M
40;F
27;F
49;F
49;M
44;F
35;M
69;F
53;F
36;M
26;F
44;F
45;F
40;M
38;F
53;F
51;F
46;F
44;M
56;F
33;M
52;M
41;F
29;F
56;M
38;F
42;M
65;F
37;F
52;F
54;M
34;F
44;F
46;M
41;F
58;F
47;F
47;F
51;F
39;M
67;F
39;F
54;F
40;F
42;F
46;M
48;F
29;F
49;F
52;M
39;M
36;F
54;F
50;F
52;F
45;F
32;F
41;F
59;F
70;F
57;F
40;M
45;F
36;F
59;F
36;M
51;F
52;F
38;F
45;F
59;F
39;F
46;F
80;F
38;F
49;F
34;F
45;F
42;F
28;M
37;F
50;F
43;F
57;F
31;F
34;F
40;M
43;M
50;F
41;F
55;F
55;F
58;M
53;F
51;F
44;F
51;F
50;F
32;F
48;F
45;F
46;F
55;F
23;F
57;F
41;M
60;F
38;F
49;F
45;F
33;F
75;F
48;F
43;F
27;M
64;F
53;F
56;M
54;F
54;F
39;F
25;M
40;F
67;F
37;M
41;F
40;F
50;F
39;M
36;F
40;F
39;F
26;F
58;F
42;F
40;F
44;F
47;F
56;F
45;F
39;M
48;F
41;M
46;M
41;F
49;F
28;F
53;F
38;M
50;M
51;F
46;M
46;F
66;F
49;M
35;F
56;F
47;F
33;F
25;F
52;F
43;F
51;F
47;F
48;M
59;F
45;F
55;F
51;F
49;F
42;F
34;F
40;F
32;F
36;F
51;M
53;M
64;M
44;F
51;F
55;M
57;M
36;F
34;F
53;F
31;F
45;M
57;F
45;F
43;F
44;M
37;F
39;F
35;F
42;F
32;F
36;F
51;F
42;F
45;F
51;F
51;F
67;M
58;F
48;F
32;F
63;F
61;F
57;F
56;M
48;F
38;F
55;F
43;F
44;F
45;F
42;F
36;F
41;F
50;F
44;F
50;F
48;F
46;M
39;F
48;F
50;F
55;F
14;F
50;F
49;M
46;M
62;F
71;M
68;F
55;M
53;F
37;M
32;M
47;M
54;F
54;F
53;F
47;M
51;F
41;F
41;F
39;F
46;M
58;M
53;F
49;F
43;F
46;F
50;M
52;M
42;F
39;M
57;M
46;F
51;F
65;F
44;M
34;F
36;M
45;F
49;M
54;F
28;F
36;M
56;F
63;F
29;F
53;F
30;F
43;F
45;F
56;F
39;M
43;F
45;M
41;F
56;F
35;M
36;F
44;F
45;F
50;F
51;F
42;F
40;F
57;F
19;F
58;F
51;F
35;M
35;F
31;F
64;F
44;F
52;F
43;M
15;M
26;F
45;M
45;F
41;M
43;F
52;F
45;F
58;M
31;F
19;F
41;F
37;F
48;F
49;M
34;F
60;F
52;F
38;M
54;F
33;F
60;F
36;M
44;F
38;F
40;F
47;F
36;F
36;M
44;F
56;F
53;F
64;F
19;F
47;M
46;F
45;F
55;M
27;F
47;F
62;F
35;F
36;F
54;M
41;F
30;F
47;F
58;F
28;F
34;F
45;F
42;F
50;F
40;F
35;F
41;F
45;M
41;M
53;F
41;F
44;F
44;F
45;F
32;F
46;F
43;M
36;F
23;F
35;M
39;F
41;F
56;M
47;M
30;F
37;F
44;F
39;M
55;F
32;F
52;F
59;M
53;F
56;F
44;F
36;F
43;M
36;M
35;F
57;F
37;M
42;F
45;F
40;F
54;F
49;F
61;M
54;M
31;F
42;F
31;F
47;F
34;F
52;F
55;F
41;F
48;F
57;F
39;F
66;M
35;F
33;F
42;F
48;F
15;M
44;F
54;F
50;F
63;M
54;F
50;M
37;F
44;F
43;F
30;F
59;F
65;M
41;F
53;F
38;M
46;M
47;F
51;F
56;F
42;F
44;F
10;M
39;F
62;F
50;M
41;F
66;F
46;F
39;M
56;F
50;F
29;M
46;F
35;F
46;M
46;M
54;F
47;M
47;F
44;F
41;M
30;M
36;F
54;F
40;F
47;F
49;F
33;F
44;F
32;F
35;F
36;M
54;F
55;M
45;M
45;F
47;M
38;F
41;M
56;M
52;M
26;M
31;F
22;F
54;M
39;F
55;M
47;M
39;F
48;F
53;F
40;F
41;M
32;F
49;M
39;F
40;F
56;F
39;F
39;F
57;M
58;M
52;F
34;F
30;F
48;F
48;M
33;F
45;F
51;F
46;M
50;F
36;M
49;F
53;F
45;F
50;F
46;F
33;F
48;F
48;F
34;F
31;M
28;F
31;F
30;F
47;F
45;F
67;F
44;F
39;M
53;F
36;F
60;F
20;F
49;M
38;F
39;F
18;F
53;F
48;F
28;M
66;F
36;F
47;F
46;M
57;M
51;F
42;F
42;F
45;F
34;F
58;F
46;F
54;F
44;F
41;F
45;M
47;F
38;M
42;F
35;M
57;F
36;F
32;F
26;F
48;F
33;M
52;F
46;F
47;F
51;F
58;M
31;M
48;F
40;M
54;F
34;M
43;F
38;M
51;F
45;F
40;F
41;F
58;M
34;F
42;F
38;F
50;F
46;M
46;M
61;F
50;F
40;F
57;F
58;F
53;F
41;F
56;F
44;F
55;F
44;F
37;F
55;M
49;M
56;M
51;F
47;F
73;M
59;F
42;F
39;F
49;F
27;F
58;M
54;M
36;F
29;F
59;F
50;F
22;F
43;F
51;F
44;F
45;F
34;M
37;F
35;F
46;F
44;F
30;F
35;F
49;F
38;F
44;F
48;F
43;F
56;F
39;F
41;M
55;F
47;F
45;F
42;F
39;F
54;F
26;F
41;F
30;F
62;M
66;F
55;F
21;F
59;F
49;M
43;F
39;F
37;F
55;F
45;F
31;M
45;M
38;F
38;M
38;F
47;M
24;F
47;M
30;M
46;M
47;M
26;F
36;F
42;F
49;F
49;F
49;F
30;F
37;F
43;F
26;M
35;F
59;F
65;F
44;F
48;F
50;F
52;F
61;F
52;F
55;M
52;F
44;M
37;F
50;F
48;F
45;F
27;F
43;M
38;F
32;F
48;M
42;M
49;M
52;F
49;M
44;F
37;F
32;F
37;F
46;F
41;F
54;M
43;F
37;F
37;F
24;F
39;F
32;M
42;M
38;F
38;M
58;F
45;F
45;F
19;F
45;M
47;F
40;F
50;M
54;F
59;F
59;F
33;M
41;F
40;F
53;F
65;F
33;F
50;F
44;F
37;F
29;F
46;M
37;M
43;M
34;F
42;F
46;F
52;F
49;F
72;F
37;F
46;F
55;M
34;F
34;F
53;F
32;M
42;F
43;M
51;F
28;M
26;F
35;F
45;F
46;F
40;F
62;F
40;M
46;M
25;F
54;M
49;F
37;F
42;F
26;F
44;F
64;F
39;M
53;F
34;F
54;F
57;F
38;F
44;F
50;M
43;F
28;M
38;M
51;F
29;F
41;F
53;M
44;M
51;F
45;M
42;F
58;F
54;F
39;F
53;F
61;F
45;F
51;F
54;M
34;M
49;F
33;F
25;F
42;F
46;F
36;F
41;M
51;F
33;M
29;M
40;F
56;F
34;F
35;F
37;F
61;F
67;F
45;F
54;F
35;F
54;F
51;M
54;F
35;F
15;F
51;M
47;F
28;F
43;F
41;F
47;F
45;F
32;F
31;F
67;F
24;F
31;F
45;F
46;M
69;M
55;F
48;F
38;F
48;F
45;F
43;F
50;M
57;M
51;M
29;F
47;F
53;M
48;F
49;F
11;F
66;F
35;M
35;M
36;F
44;F
39;F
62;F
45;F
31;M
33;F
62;M
53;F
43;M
34;M
53;F
41;F
29;F
41;F
39;F
24;F
59;F
42;F
59;M
42;F
60;F
47;F
35;M
53;M
48;M
59;F
43;F
52;F
53;M
50;F
44;M
57;F
53;M
43;F
45;M
33;F
43;M
56;F
34;F
34;F
31;F
49;M
38;F
56;F
56;M
48;F
46;F
33;F
37;M
33;F
59;F
45;F
18;M
60;M
37;F
41;F
63;M
32;F
44;F
46;F
32;M
43;F
50;M
34;F
34;F
51;F
37;M
50;F
38;F
24;F
48;M
40;F
62;F
48;F
38;M
36;F
47;F
51;F
45;F
46;F
50;M
44;F
55;F
47;M
44;F
55;F
41;M
34;F
61;F
56;F
38;F
57;F
40;F
54;F
35;F
37;F
25;M
45;F
48;M
53;F
36;F
31;F
47;F
40;F
51;F
48;F
50;M
43;F
39;F
50;F
45;F
39;F
30;F
45;F
56;M
31;M
41;F
66;F
35;F
50;F
66;M
55;F
47;F
45;M
52;F
39;M
49;F
47;F
48;M
46;F
65;F
40;M
51;F
43;M
28;F
49;M
33;M
47;F
46;F
52;F
50;F
58;F
55;M
38;M
49;M
49;M
43;F
47;F
32;F
40;F
45;F
49;F
58;F
34;M
49;M
51;F
43;F
51;F
43;F
41;M
58;F
53;F
48;F
46;M
62;F
38;F
40;F
53;M
51;M
52;F
60;F
46;M
42;M
50;M
32;F
47;M
58;M
38;F
45;M
47;F
53;M
46;F
43;M
36;F
55;F
30;F
41;F
49;F
58;F
40;F
40;M
49;F
30;F
48;M
61;F
31;F
28;F
54;M
43;F
52;F
50;F
23;F
37;F
36;F
34;M
39;F
46;F
37;F
42;F
53;F
32;F
32;F
49;F
43;F
42;F
37;F
52;F
40;F
54;M
54;M
30;M
55;F
42;M
55;F
59;M
48;F
52;F
49;M
40;F
60;M
38;F
50;F
35;M
47;F
43;M
52;F
39;F
49;F
37;M
35;F
44;F
42;F
50;M
49;F
52;F
29;F
31;M
29;F
45;F
53;F
63;F
38;F
57;F
43;F
41;F
36;F
55;F
51;F
32;F
43;F
59;M
40;F
35;F
42;F
52;F
43;F
34;F
49;F
43;F
56;F
41;F
29;F
44;F
50;F
37;F
39;F
40;F
40;F
40;M
51;M
65;M
34;F
44;F
48;F
53;M
48;F
24;F
32;F
47;F
44;M
39;F
43;M
39;F
56;F
49;M
37;F
51;F
39;F
48;F
54;F
35;M
43;M
44;F
63;F
49;F
39;F
32;F
38;F
40;F
58;F
27;M
44;F
56;F
44;F
27;M
30;F
49;F
39;F
55;M
36;F
52;F
58;F
54;F
60;F
33;F
42;M
35;F
45;F
60;F
47;F
40;F
27;F
70;M
57;F
46;M
53;F
54;F
36;M
49;F
52;F
32;M
63;M
46;M
44;M
61;F
47;M
51;F
42;M
38;M
44;M
45;M
41;M
43;F
37;F
35;F
47;M
34;F
49;M
21;M
37;F
31;F
61;F
34;F
59;F
38;F
43;F
53;M
59;F
51;F
44;F
30;M
46;F
29;F
30;F
46;F
64;F
44;F
61;F
34;F
45;F
39;M
61;F
43;F
55;F
26;F
34;M
43;F
44;F
50;F
44;F
34;F
58;M
48;M
57;F
42;F
17;M
51;F
31;M
53;F
55;M
41;M
56;F
61;F
55;F
38;F
47;F
39;M
25;F
25;F
49;F
30;F
41;M
31;F
51;F
48;M
34;F
57;F
55;F
41;F
41;F
63;F
40;F
40;M
55;F
44;F
48;F
33;F
43;F
26;F
44;M
30;F
38;M
28;F
46;F
32;F
50;F
39;F
36;M
35;F
29;F
52;F
22;F
31;F
43;F
37;F
11;M
35;F
55;F
52;M
44;F
58;F
46;F
51;F
28;F
46;F
34;F
46;M
50;F
52;M
41;F
47;F
36;M
51;F
55;F
49;F
47;F
63;F
38;F
38;F
52;F
45;F
37;F
62;F
41;F
44;F
49;F
41;F
58;F
48;M
47;M
37;F
43;F
53;F
60;F
56;M
27;F
31;F
16;F
42;F
56;F
44;M
24;F
39;F
55;M
42;F
44;F
51;F
37;F
46;F
42;F
55;F
32;F
42;F
42;F
36;M
47;F
42;M
38;M
63;F
42;F
38;F
51;F
52;F
35;F
58;F
55;M
41;F
47;F
51;F
39;F
55;M
48;F
39;F
59;F
48;F
34;F
29;M
44;F
44;M
52;F
45;F
49;F
54;F
69;F
49;F
30;F
48;F
55;F
54;F
49;F
42;F
36;F
55;M
69;M
69;F
39;F
55;M
30;M
53;M
57;F
71;F
45;F
41;M
60;F
42;F
54;F
40;F
39;M
46;F
42;M
39;M
41;F
49;M
35;F
56;F
58;F
37;F
34;F
49;F
52;F
44;F
46;F
56;F
26;F
49;M
39;M
47;F
46;F
49;F
37;F
51;F
41;F
36;M
44;M
28;M
58;M
56;F
45;M
50;F
22;F
33;F
32;F
57;M
59;M
42;F
54;M
48;F
59;M
44;M
46;F
46;M
44;F
48;F
44;F
49;M
26;F
52;F
30;F
53;F
54;F
45;M
56;F
43;F
57;F
36;M
53;F
33;M
48;F
46;F
53;F
48;F
50;F
47;M
29;F
62;M
37;F
30;F
39;F
54;F
48;F
53;F
51;F
47;F
35;F
44;F
35;M
61;F
38;M
35;M
37;F
28;M
58;F
32;F
44;F
50;F
41;F
59;M
54;F
39;F
44;F
48;F
53;F
37;F
38;F
31;F
26;M
38;M
50;F
37;F
65;M
59;M
47;F
38;M
47;F
45;M
27;F
46;M
37;F
28;F
59;F
52;F
38;M
45;M
37;F
38;F
52;F
54;M
37;F
73;M
33;M
37;M
47;F
44;F
54;F
29;M
35;F
35;F
41;F
53;F
38;F
47;F
17;M
45;F
36;F
40;F
43;F
46;F
41;M
41;F
38;M
67;F
23;F
53;F
36;F
43;M
51;F
60;F
33;F
48;F
44;F
42;F
57;M
35;F
44;F
39;F
50;F
53;F
39;F
48;F
48;F
40;F
41;F
57;M
25;F
28;M
51;M
36;F
42;F
53;F
38;M
51;M
25;M
43;F
60;F
56;M
42;F
35;F
51;F
46;F
45;F
51;F
53;F
44;F
39;F
67;F
39;F
59;M
49;M
43;F
42;M
49;F
26;F
45;F
47;F
54;F
34;M
51;F
40;F
35;F
48;F
57;M
40;F
37;M
33;F
40;F
47;M
33;F
44;F
34;M
28;F
40;F
52;M
44;F
37;F
38;F
48;M
50;F
34;F
38;F
46;F
47;M
45;F
47;F
35;F
41;F
47;M
50;F
28;F
28;F
27;F
46;F
53;F
58;F
36;F
56;M
28;M
51;F
46;F
72;F
42;F
61;M
42;F
51;F
36;M
33;F
44;F
59;F
59;F
41;F
31;M
51;F
33;F
45;F
42;F
42;F
40;M
47;F
31;M
22;F
18;F
43;F
31;F
54;F
22;F
46;F
46;M
22;M
37;M
46;F
49;F
59;M
41;F
35;F
53;F
60;M
61;F
40;F
55;M
37;M
47;F
44;F
43;F
38;F
38;F
36;F
48;F
30;F
53;F
51;M
32;F
50;F
50;F
27;F
70;F
41;F
47;F
35;M
42;F
49;F
49;F
53;F
66;F
41;M
57;F
49;F
60;M
26;M
56;F
39;F
52;F
24;F
33;F
42;M
26;F
36;M
53;F
50;F
50;M
45;F
37;F
48;F
43;F
39;F
53;F
64;F
48;F
45;F
26;M
55;M
48;F
39;F
60;M
36;F
36;F
43;F
32;M
52;F
48;F
38;F
47;F
46;M
55;M
36;F
47;F
54;F
49;F
64;F
48;F
66;F
58;F
47;F
46;F
39;F
57;F
40;M
34;F
46;F
47;F
48;F
39;F
45;F
48;F
40;F
32;F
54;F
40;M
50;F
40;F
40;F
34;F
32;F
42;F
56;M
41;F
22;F
53;F
42;M
42;F
44;F
43;F
59;F
28;F
37;M
56;F
43;M
40;F
41;M
45;F
48;M
43;F
37;F
53;F
36;M
47;F
55;F
48;F
53;F
41;F
50;F
35;M
46;F
59;F
23;F
38;M
56;F
51;F
39;M
23;F
42;M
42;F
38;M
42;F
38;F
57;M
49;M
49;M
43;F
40;M
24;F
60;F
42;F
39;F
34;F
42;M
47;F
43;F
39;F
48;F
53;F
46;F
41;F
45;F
30;F
56;F
39;F
56;F
41;F
39;F
53;F
46;M
51;F
72;F
53;F
42;F
34;F
46;F
41;F
50;F
46;M
55;M
41;F
39;M
37;F
61;F
43;F
34;M
54;F
45;F
55;M
63;M
43;F
34;M
38;F
52;F
32;F
54;F
52;F
52;F
47;M
40;F
47;M
53;F
41;F
39;M
43;M
39;M
51;F
41;M
53;F
33;F
49;F
52;F
60;F
42;F
58;F
43;M
37;M
41;F
46;F
43;F
56;F
47;M
41;F
57;M
38;M
52;M
45;F
31;M
39;F
57;M
57;F
57;F
22;M
49;F
42;F
39;M
31;F
48;F
39;M
43;M
39;F
40;F
45;F
39;F
34;F
48;F
38;M
29;M
29;F
39;F
39;F
56;F
37;F
22;F
44;F
48;M
43;F
25;F
30;M
42;M
71;F
25;F
36;M
18;F
59;F
52;F
34;F
39;F
47;M
46;F
32;F
32;F
46;M
42;F
46;F
59;M
37;F
59;F
49;F
50;F
47;F
69;F
36;F
46;M
52;M
47;F
56;F
43;F
47;F
47;F
55;F
39;F
43;M
41;F
41;F
40;F
49;M
34;F
48;F
52;M
54;F
30;F
41;F
47;F
31;F
39;F
47;F
46;F
43;F
67;F
40;F
61;F
46;F
55;M
60;F
48;F
45;M
29;F
53;F
35;F
43;M
37;F
60;F
53;F
36;F
49;M
35;F
43;M
60;F
37;F
45;F
34;F
48;F
24;M
54;F
43;F
44;F
58;F
49;M
48;F
28;F
44;F
50;F
50;F
30;F
20;F
37;M
49;M
37;M
42;M
52;F
37;F
50;F
51;F
33;M
22;M
49;F
42;F
51;F
29;F
52;F
65;F
56;F
34;M
61;F
28;F
40;M
44;F
61;M
34;M
52;M
61;M
42;F
47;F
54;F
44;F
69;F
54;F
73;F
50;F
39;F
47;F
47;F
50;M
61;F
45;F
51;M
37;F
56;F
31;F
31;F
53;F
49;F
51;M
57;F
51;F
60;F
40;M
51;F
64;F
27;F
50;F
59;F
40;M
50;F
44;F
65;F
49;F
31;F
53;F
47;F
46;F
56;F
59;M
54;F
37;M
48;F
31;F
39;F
30;M
29;F
38;F
34;F
43;M
46;M
39;M
48;F
34;F
39;F
42;F
36;F
49;F
37;F
39;F
53;F
44;F
38;F
41;F
35;F
44;F
34;M
39;F
28;F
50;F
9;M
35;F
53;F
48;F
52;F
53;F
47;M
30;F
44;F
41;M
30;F
45;F
37;F
27;F
51;F
45;F
44;F
45;F
56;F
40;F
51;F
57;M
42;M
50;F
20;F
46;M
38;F
57;F
41;F
32;F
54;F
35;F
26;F
45;F
49;F
34;F
34;F
37;F
60;M
56;M
39;F
62;F
42;F
42;F
39;F
38;F
39;F
39;F
34;F
43;F
54;F
61;F
31;F
26;F
48;F
34;F
30;M
29;M
50;M
53;M
55;M
27;F
56;F
43;F
40;F
38;F
56;F
32;F
54;F
53;F
42;F
52;F
37;M
51;M
36;F
62;F
43;M
37;F
42;F
43;F
61;F
24;M
38;F
35;F
49;F
47;F
37;M
42;F
46;F
55;M
41;F
24;F
28;F
36;M
58;M
32;M
40;F
43;M
41;F
37;F
41;M
59;F
53;F
40;F
51;F
28;F
49;F
24;F
58;F
29;M
42;M
52;M
24;F
38;F
50;M
41;F
38;F
34;F
30;M
53;F
35;F
34;F
49;M
35;M
33;M
56;M
54;F
49;M
57;F
48;F
42;F
37;F
51;M
61;F
47;F
47;F
51;M
54;F
51;F
41;F
56;F
53;F
37;F
41;F
33;F
33;F
54;F
51;F
51;F
32;F
40;F
46;F
46;F
41;F
53;F
34;M
44;F
59;F
39;F
33;M
42;F
48;F
42;F
43;M
55;M
53;F
48;M
36;F
43;F
41;F
50;F
33;M
40;F
52;F
28;F
44;F
48;F
56;F
49;F
45;F
17;F
38;F
54;M
53;F
46;F
41;F
45;F
34;M
42;M
58;F
33;F
43;F
41;M
50;F
43;F
36;F
33;F
33;M
42;F
58;M
52;F
44;F
33;M
40;F
45;F
64;F
29;F
41;M
36;F
31;F
50;M
56;F
53;F
26;M
30;M
47;M
53;M
26;F
47;F
31;F
39;F
47;M
29;F
52;F
37;M
47;M
50;F
41;M
60;F
37;F
34;F
61;F
49;F
40;F
36;F
31;F
63;F
42;F
46;M
45;M
47;F
51;F
41;F
45;F
27;M
47;F
40;F
35;F
47;F
56;F
43;F
32;F
57;M
53;F
48;F
32;F
41;F
38;M
37;F
45;M
51;F
32;F
58;F
44;F
58;F
27;M
43;M
27;F
57;M
48;F
62;F
48;F
50;M
57;M
50;M
33;F
44;F
44;M
47;F
36;M
51;F
40;M
36;F
35;F
39;M
66;F
30;F
59;F
62;F
29;F
38;M
41;M
55;F
40;F
42;F
26;F
29;F
41;M
41;F
40;M
57;M
49;F
51;F
41;M
41;F
26;F
36;F
40;F
43;F
34;M
51;F
49;F
29;F
28;M
52;F
52;F
52;F
58;F
37;M
45;F
55;F
32;M
31;F
46;F
49;F
37;F
41;F
41;F
51;M
57;F
43;F
51;F
65;F
61;F
47;F
59;F
62;F
40;F
58;F
70;F
36;F
58;F
35;F
55;F
27;M
48;F
43;F
43;F
50;M
53;F
24;F
23;F
42;F
48;M
29;F
39;F
35;M
50;F
53;M
45;F
34;F
58;F
44;F
47;F
42;M
51;M
42;F
43;M
44;F
27;M
65;F
43;M
49;F
59;F
47;F
47;F
23;M
25;F
26;F
30;F
43;F
60;M
38;F
49;F
52;F
35;F
55;F
42;M
53;F
39;M
32;F
55;M
36;F
37;M
39;M
33;F
42;F
52;F
43;M
58;F
37;F
31;M
41;F
43;F
38;F
52;F
52;F
27;F
39;F
60;F
68;F
49;F
57;F
57;M
43;F
35;F
16;F
32;M
56;F
49;F
35;F
59;M
35;M
34;F
48;M
48;F
60;F
28;F
57;M
18;F
28;F
35;F
45;F
27;M
48;F
48;F
49;F
54;F
23;F
34;F
40;M
55;F
40;F
40;F
50;F
54;F
48;F
38;F
46;F
60;F
41;F
39;F
43;F
73;M
41;F
31;F
51;M
33;F
27;F
45;F
51;F
35;M
49;F
32;M
40;F
25;M
51;M
33;F
25;F
53;M
36;F
54;F
43;M
41;F
42;F
36;M
31;F
45;F
30;F
32;F
44;F
47;F
53;M
36;M
58;F
44;F
51;F
29;F
50;M
50;F
41;F
42;F
46;F
52;F
34;F
47;M
40;M
55;F
31;M
61;M
35;F
36;F
40;F
59;F
48;F
59;F
44;M
45;F
47;M
29;M
61;M
68;F
31;M
47;F
46;F
53;M
44;M
55;F
21;F
61;F
45;F
46;F
58;M
43;F
44;M
31;M
53;F
43;M
53;M
42;F
42;F
43;M
56;F
60;F
50;M
53;M
37;F
54;F
32;M
64;F
51;F
47;F
51;F
66;F
42;M
47;F
49;M
47;F
59;M
41;F
43;M
36;F
57;F
28;M
61;F
44;F
47;F
31;M
55;M
51;F
46;F
43;M
53;F
34;M
46;F
31;F
43;F
41;F
41;F
32;F
47;F
59;F
47;M
62;F
43;F
51;M
39;M
52;F
41;F
43;M
41;M
37;M
67;F
32;F
29;F
46;M
37;M
48;F
56;F
39;F
52;M
53;F
40;F
44;M
48;F
61;F
45;M
31;F
54;M
40;F
36;M
36;M
45;F
41;F
58;M
69;M
44;F
33;F
58;M
41;M
53;M
43;F
37;F
39;M
39;F
44;F
46;M
36;M
26;F
56;F
50;F
44;F
26;F
40;F
51;F
51;F
38;F
45;F
56;F
45;F
51;F
21;M
40;F
52;M
55;F
43;F
48;M
52;F
59;F
38;F
38;F
31;M
52;F
51;M
45;F
44;F
46;F
49;F
37;M
31;F
37;F
37;F
41;F
53;F
40;M
42;M
41;F
46;F
65;F
38;F
43;F
53;F
58;F
45;M
37;M
50;M
44;F
35;F
40;F
54;F
50;F
42;F
55;F
36;F
43;F
44;F
56;F
30;M
46;F
36;M
51;F
50;M
26;F
48;F
30;F
41;F
46;F
43;F
46;F
50;F
57;F
43;F
53;M
52;F
33;F
48;M
52;F
57;F
33;F
29;F
51;F
54;F
64;F
46;F
57;F
36;F
43;M
44;F
32;F
43;F
54;F
49;F
58;F
52;M
56;F
49;F
19;F
38;F
48;F
38;F
21;M
45;F
55;F
47;F
41;M
51;F
64;F
44;M
55;F
34;F
59;F
47;M
45;M
39;M
54;M
35;M
60;F
39;F
52;F
33;F
35;M
48;F
48;M
50;F
42;F
60;F
33;F
38;F
48;F
57;F
37;F
19;F
48;F
31;M
54;F
37;F
57;F
41;M
41;F
37;M
66;M
29;F
51;F
50;M
63;F
55;F
42;M
46;F
45;F
30;F
53;F
36;F
49;F
45;F
47;M
37;M
51;M
52;M
60;M
32;F
47;F
32;F
48;F
53;F
28;F
48;F
49;F
22;F
29;F
51;M
40;F
52;F
43;F
46;F
39;F
50;F
48;F
53;F
39;M
41;F
32;M
49;M
39;M
31;F
55;F
35;F
48;F
45;F
54;F
39;F
48;M
43;F
33;F
27;M
40;M
53;M
44;F
52;F
45;F
62;M
33;F
32;F
56;F
48;F
45;F
41;M
59;F
35;M
34;M
33;F
19;F
24;M
43;F
47;F
63;F
29;F
50;M
60;F
46;F
41;F
34;F
42;F
41;F
35;F
43;F
35;F
50;F
